ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE_ACC_DI_DIAGNOSI,DESCRIZIONE ACC DI DIAGNOSI,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),17,TUMORI MALIGNI DEL PANCREAS,0.19,0.02
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),108,"INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE",3.53,0.19
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.14,0.14
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),26,TUMORI MALIGNI DELLA CERVICE UTERINA,0.07,0.04
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),252,MALESSERE E AFFATICAMENTO,0.00,0.01
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),218,NATI VIVI SANI,0.00,0.15
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),76,MENINGITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.03
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),64,ALTRE CONDIZIONI EMATOLOGICHE,0.02,0.00
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),178,ABORTO INDOTTO,0.00,1.64
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),161,ALTRE MALATTIE DEL RENE E DEGLI URETERI,0.41,0.05
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),156,"NEFRITE, SINDROME NEFROSICA E SCLEROSI RENALE",0.04,0.02
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),103,MALATTIA CARDIOPOLMONARE,0.46,0.04
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),188,"SPROPORZIONE FETOPELVICA, OSTACOLO",0.00,0.22
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),663,SCREENING E ANAMNESI PSICHICA E DELL'ABUSO DI SOSTANZE STUPEFACENTI,0.00,0.00
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),76,MENINGITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.04,0.00
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),94,ALTRI DISTURBI DELL'ORECCHIO E DELL'UDITO,0.00,0.27
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),93,SINDROMI VERTIGINOSE ED ALTRI DISTURBI DEL SISTEMA VESTIBOLARE,0.00,0.48
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),195,ALTRE COMPLICANZE DEL PARTO E DEL PUERPERIO CHE COMPORTANO UN TRATTAMENTO DELLA MADRE,0.00,0.83
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),76,MENINGITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.04
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),241,AVVELENAMENTO DA SOSTANZE PSICOTROPE,0.02,0.00
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),257,ALTRO TRATTAMENTO ULTERIORE,0.00,0.62
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),162,ALTRE MALATTIE DELLA VESCICA E DELL'URETRA,0.21,0.06
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),217,ALTRE ANOMALIE CONGENITE,0.28,0.32
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),113,POSTUMI DELLE MALATTIE CEREBROVASCOLARI,0.00,1.45
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),82,PARALISI,0.41,0.08
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),255,ACCESSO PER MOTIVI AMMINISTRATIVI/SOCIALI,0.00,0.15
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),12,TUMORI MALIGNI DELL'ESOFAGO,0.03,0.02
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),247,LINFADENITE,0.00,0.11
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),135,INFEZIONI INTESTINALI,0.51,0.05
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),201,ARTROPATIA E OSTEOMIELITE DA AGENTI INFETTIVI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.13,0.01
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),158,INSUFFICIENZA RENALE CRONICA,0.34,0.13
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),100,INFARTO MIOCARDICO ACUTO,2.31,0.13
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),123,INFLUENZA,0.07,0.02
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),213,ANOMALIE CONGENITE DEL CUORE E DEL SISTEMA CIRCOLATORIO,0.04,0.16
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),244,ALTRI TRAUMATISMI E CONDIZIONI DOVUTE A CAUSE ESTERNE,0.00,0.25
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),651,"ANSIA, DISTURBI SOMATOFORMI, DISSOCIATIVI E DELLA PERSONALITA'",0.00,0.13
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),41,TUMORI MALIGNI PRIMITIVI DI ALTRE E MAL DEFINITE SEDI,0.00,0.13
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),90,INFEZIONI E INFIAMMAZIONI DELL'OCCHIO (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.13
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),231,ALTRE FRATTURE,0.96,0.22
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),118,"FLEBITE, TROMBOFLEBITE E TROMBOEMBOLIA",0.00,0.16
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),236,FERITE APERTE DEGLI ARTI,0.00,0.24
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),39,LEUCEMIE,0.00,0.17
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),242,AVVELENAMENTO DA ALTRI FARMACI E MEDICAMENTI,0.00,0.18
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),182,"PERDITA EMATICA IN GRAVIDANZA, ABRUPTIO PLACENTAE, PLACENTA PREVIA",0.00,0.28
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),651,"ANSIA, DISTURBI SOMATOFORMI, DISSOCIATIVI E DELLA PERSONALITA'",0.14,0.00
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),258,ALTRE RICERCHE PER CONDIZIONI MORBOSE SOSPETTE (ESCLUSI I DISTURBI MENTALI O LE MALATTIE INFETTIVE),0.06,0.05
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),47,ALTRI E NON SPECIFICATI TUMORI BENIGNI,0.00,1.81
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),246,FEBBRE DI ORIGINE SCONOSCIUTA,0.14,0.04
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),37,MALATTIA DI HODGKIN,0.00,0.04
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),143,ERNIA ADDOMINALE,3.05,0.24
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),214,ANOMALIE CONGENITE DEL SISTEMA DIGESTIVO,0.03,0.05
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),146,DIVERTICOLOSI E DIVERTICOLITE,0.48,0.05
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),239,"TRAUMATISMI SUPERFICIALI, CONTUSIONI",0.09,0.04
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),50,DIABETE MELLITO CON COMPLICANZE,0.00,0.71
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),31,TUMORI MALIGNI DI ALTRI ORGANI GENITALI MASCHILI,0.01,0.01
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),86,CATARATTA,0.00,0.28
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),12,TUMORI MALIGNI DELL'ESOFAGO,0.03,0.01
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),51,ALTRI DISORDINI ENDOCRINI,0.11,0.01
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),231,ALTRE FRATTURE,1.00,0.25
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),196,GRAVIDANZA E/O PARTO NORMALE,0.00,3.44
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),241,AVVELENAMENTO DA SOSTANZE PSICOTROPE,0.02,0.01
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.00,0.58
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),131,"INSUFFICIENZA RESPIRATORIA, ARRESTO RESPIRATORIO (ADULTI)",1.72,0.24
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),177,ABORTO SPONTANEO,0.11,0.04
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),185,GRAVIDANZA PROTRATTA,0.00,0.33
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),224,ALTRE CONDIZIONI PERINATALI,0.00,0.59
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),235,"FERITE APERTE DI TESTA, COLLO E TRONCO",0.00,0.08
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),9,MALATTIE SESSUALMENTE TRASMESSE (ESCLUSO HIV O EPATITE),0.00,0.00
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),105,DISTURBI DELLA CONDUZIONE,0.75,0.14
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),216,ANOMALIE CONGENITE DEL SISTEMA NERVOSO,0.02,0.01
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),52,DEFICIENZE NUTRIZIONALI,0.37,0.03
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),227,TRAUMATISMO DEL MIDOLLO SPINALE,0.03,0.01
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.11,0.16
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),159,INFEZIONI DELLE VIE URINARIE,1.37,0.15
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),196,GRAVIDANZA E/O PARTO NORMALE,2.59,0.31
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),88,GLAUCOMA,0.07,0.04
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),217,ALTRE ANOMALIE CONGENITE,0.40,0.17
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),117,ALTRE MALATTIE CIRCOLATORIE,0.00,0.46
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),234,SCHIACCIAMENTO O TRAUMATISMO INTERNO,0.19,0.04
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),655,DISTURBI DELL'ETA' PRE ADULTA,0.01,0.01
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),127,MALATTIE POLMONARI CRONICHE OSTRUTTIVE E BRONCHIECTASIE,0.52,0.08
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),231,ALTRE FRATTURE,0.00,1.05
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),254,"CURE RIABILITATIVE, COLLOCAZIONE DI PROTESI E SISTEMAZIONE DI DISPOSITIVI",0.43,0.02
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),149,MALATTIE DELLE VIE BILIARI,0.00,2.67
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),171,DISORDINI MESTRUALI,0.08,0.03
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),206,OSTEOPOROSI,0.02,0.01
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),96,MALATTIE DELLE VALVOLE CARDIACHE,0.27,0.38
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),61,ANEMIA A CELLULE FALCIFORMI,0.00,0.01
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),22,MELANOMA MALIGNO DELLA CUTE,0.00,0.24
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),82,PARALISI,0.00,0.43
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),125,BRONCHITE ACUTA,0.55,0.13
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),17,TUMORI MALIGNI DEL PANCREAS,0.23,0.02
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),59,ANEMIA DA CARENZA E ALTRE ANEMIE,0.43,0.05
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),81,ALTRI DISTURBI EREDITARI E DEGENERATIVI DEL SISTEMA NERVOSO,0.00,0.35
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),63,MALATTIE DEI GLOBULI BIANCHI,0.00,0.22
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),656,DISTURBI DEL CONTROLLO DEGLI IMPULSI NON CLASSIFICATI ALTROVE,0.00,0.01
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),20,ALTRI TUMORI MALIGNI DELL'APPARATO RESPIRATORIO E DEGLI ORGANI INTRATORACICI,0.06,0.01
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),85,"COMA, STUPORE E DANNO ENCEFALICO",0.13,0.01
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),227,TRAUMATISMO DEL MIDOLLO SPINALE,0.03,0.01
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),149,MALATTIE DELLE VIE BILIARI,2.30,0.34
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),115,"ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI",0.00,0.44
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),55,DISORDINI DEI LIQUIDI E DEGLI ELETTROLITI,0.37,0.02
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),198,ALTRE CONDIZIONI INFIAMMATORIE DELLA CUTE,0.00,0.08
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),37,MALATTIA DI HODGKIN,0.00,0.04
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),185,GRAVIDANZA PROTRATTA,0.23,0.00
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),97,"PERI-, ENDO- E MIOCARDITI, CARDIOMIOPATIE (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE)",0.30,0.14
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),4,MICOSI,0.04,0.01
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),223,TRAUMI OSTETRICI,0.00,0.01
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),90,INFEZIONI E INFIAMMAZIONI DELL'OCCHIO (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.07
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),4,MICOSI,0.01,0.01
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),1,TUBERCOLOSI,0.07,0.01
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),189,PREGRESSO PARTO CESAREO,0.00,0.85
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),157,INSUFFICIENZA RENALE ACUTA O NON SPECIFICATA,0.23,0.02
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),11,TUMORI MALIGNI DI TESTA E COLLO,0.27,0.08
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),12,TUMORI MALIGNI DELL'ESOFAGO,0.00,0.05
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),190,SOFFERENZA FETALE E ANOMALIE DELLE CONTRAZIONI UTERINE IN TRAVAGLIO,0.00,0.27
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),17,TUMORI MALIGNI DEL PANCREAS,0.22,0.04
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),172,CISTI OVARICA,0.00,0.27
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),81,ALTRI DISTURBI EREDITARI E DEGENERATIVI DEL SISTEMA NERVOSO,0.00,0.32
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),247,LINFADENITE,0.00,0.21
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),48,DISORDINI DELLA GHIANDOLA TIROIDEA,0.00,0.27
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),110,OCCLUSIONE O STENOSI DELLE ARTERIE PRECEREBRALI,0.00,0.62
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),96,MALATTIE DELLE VALVOLE CARDIACHE,0.46,0.18
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),85,"COMA, STUPORE E DANNO ENCEFALICO",0.13,0.05
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),34,TUMORI MALIGNI DI ALTRI ORGANI URINARI,0.00,0.04
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),226,FRATTURA DEL COLLO DEL FEMORE,0.00,2.07
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),99,IPERTENSIONE CON COMPLICAZIONI E IPERTENSIONE SECONDARIA,0.00,0.38
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),654,DISTURBI DELLO SVILUPPO,0.00,0.15
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),27,TUMORI MALIGNI DELL'OVAIO,0.07,0.03
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),182,"PERDITA EMATICA IN GRAVIDANZA, ABRUPTIO PLACENTAE, PLACENTA PREVIA",0.00,0.18
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),225,DISTURBI ARTICOLARI E LUSSAZIONI DA TRAUMA,0.37,0.45
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),200,ALTRI DISTURBI CUTANEI,0.00,0.50
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),179,COMPLICAZIONI SUCCESSIVE AD ABORTO,0.02,0.00
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),652,DEFICIT DELL'ATTENZIONE E DISTURBI DI IPERATTIVITA',0.05,0.01
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.00,0.26
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),236,FERITE APERTE DEGLI ARTI,0.21,0.02
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),215,ANOMALIE CONGENITE DELL'APPARATO GENITOURINARIO,0.00,0.43
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),38,LINFOMA NON HODGKIN,0.27,0.03
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),34,TUMORI MALIGNI DI ALTRI ORGANI URINARI,0.04,0.00
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),50,DIABETE MELLITO CON COMPLICANZE,0.45,0.18
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),16,TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI,0.00,0.39
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),670,ALTRI DISTURBI,0.00,0.26
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),47,ALTRI E NON SPECIFICATI TUMORI BENIGNI,1.46,0.34
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),63,MALATTIE DEI GLOBULI BIANCHI,0.07,0.04
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),15,TUMORI MALIGNI DEL RETTO E DELL'ANO,0.00,0.26
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),96,MALATTIE DELLE VALVOLE CARDIACHE,0.54,0.07
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),659,SCHIZOFRENIA E DISTURBI CORRELATI,0.78,0.05
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),77,ENCEFALITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.05,0.00
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),100,INFARTO MIOCARDICO ACUTO,0.00,1.57
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),137,"MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI",0.00,0.14
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),164,IPERPLASIA DELLA PROSTATA,0.00,0.82
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),670,ALTRI DISTURBI,0.00,0.22
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),5,INFEZIONE DA VIRUS DELLA IMMUNODEFICENZA UMANA (HIV),0.00,0.10
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),138,DISTURBI DELL'ESOFAGO,0.00,0.26
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),165,CONDIZIONI INFIAMMATORIE DEGLI ORGANI GENITALI MASCHILI,0.00,0.27
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),95,ALTRI DISTURBI DEL SISTEMA NERVOSO,0.00,1.53
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),64,ALTRE CONDIZIONI EMATOLOGICHE,0.00,0.01
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),225,DISTURBI ARTICOLARI E LUSSAZIONI DA TRAUMA,0.65,0.16
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),112,ISCHEMIA CEREBRALE TRANSITORIA,0.18,0.04
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),101,ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE,1.39,0.81
